Year,Trade Flow,Reporter Code,Reporter,exportLat,exportLong,Reporter ISO,Partner Code,Partner,importLat,importLong,Partner ISO,Commodity,Qty Unit,Qty,Netweight (kg),Trade Value (US$)
2020,Export,842,USA,37.09024,-95.712891,USA,340,Honduras,15.199999,-86.241905,HND,"Waste, parings and scrap, of plastics",Weight in kilograms,2250593,2250593,891817
2020,Import,842,USA,37.09024,-95.712891,USA,834,United Rep. of Tanzania,45.4256169,-75.6721635,TZA,"Waste, parings and scrap, of plastics",Weight in kilograms,2182520,2182520,1206527
2020,Export,842,USA,37.09024,-95.712891,USA,608,Philippines,12.879721,121.774017,PHL,"Waste, parings and scrap, of plastics",Weight in kilograms,1926510,1926510,624002
2020,Import,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,"Waste, parings and scrap, of plastics",Weight in kilograms,1904648,1904648,1385465
2020,Import,842,USA,37.09024,-95.712891,USA,410,Rep. of Korea,38.9147495,-77.054683,KOR,"Waste, parings and scrap, of plastics",Weight in kilograms,1893306,1893306,1381964
2020,Export,842,USA,37.09024,-95.712891,USA,566,Nigeria,9.081999,8.675277,NGA,"Waste, parings and scrap, of plastics",Weight in kilograms,1790310,1790310,394965
2020,Export,842,USA,37.09024,-95.712891,USA,288,Ghana,7.946527,-1.023194,GHA,"Waste, parings and scrap, of plastics",Weight in kilograms,1783700,1783700,590640
2020,Import,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,"Waste, parings and scrap, of plastics",Weight in kilograms,1778522,1778522,1407490
2020,Export,842,USA,37.09024,-95.712891,USA,76,Brazil,-14.235004,-51.92528,BRA,"Waste, parings and scrap, of plastics",Weight in kilograms,1701427,1701427,1034402
2020,Import,842,USA,37.09024,-95.712891,USA,320,Guatemala,15.783471,-90.230759,GTM,"Waste, parings and scrap, of plastics",Weight in kilograms,1670635,1670635,849336
2020,Import,842,USA,37.09024,-95.712891,USA,458,Malaysia,4.210484,101.975766,MYS,"Waste, parings and scrap, of plastics",Weight in kilograms,1616236,1616236,1076002
2020,Import,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,"Waste, parings and scrap, of plastics",Weight in kilograms,1395662,1395662,720807
2020,Import,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,"Waste, parings and scrap, of plastics",Weight in kilograms,1347880,1347880,674872
2020,Import,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,"Waste, parings and scrap, of plastics",Weight in kilograms,1188108,1188108,577581
2020,Import,842,USA,37.09024,-95.712891,USA,800,Uganda,1.373333,32.290275,UGA,"Waste, parings and scrap, of plastics",Weight in kilograms,1186750,1186750,646518
2020,Export,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,"Waste, parings and scrap, of plastics",Weight in kilograms,1162039,1162039,766611
2020,Import,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,"Waste, parings and scrap, of plastics",Weight in kilograms,1117940,1117940,492229
2020,Import,842,USA,37.09024,-95.712891,USA,40,Austria,47.516231,14.550072,AUT,"Waste, parings and scrap, of plastics",Weight in kilograms,1101354,1101354,451515
2020,Import,842,USA,37.09024,-95.712891,USA,50,Bangladesh,23.684994,90.356331,BGD,"Waste, parings and scrap, of plastics",Weight in kilograms,922648,922648,601459
2020,Export,842,USA,37.09024,-95.712891,USA,604,Peru,-9.189967,-75.015152,PER,"Waste, parings and scrap, of plastics",Weight in kilograms,826861,826861,280077
